id,pedido_id,motorista_id,veículo_id,data_entrega,ano,mês,status,custo,hodometro_inicial,hodometro_final
222,434,18,11,2025-01-14,2025,1,entregue,787.20,187913,188155
223,918,19,34,2025-01-13,2025,1,entregue,1026.55,160545,160667
224,1704,18,11,2025-01-14,2025,1,entregue,1088.88,188155,188283
225,2862,16,45,2025-01-15,2025,1,entregue,895.15,4992,5092
226,2938,49,38,,2025,1,cancelado,177.62,423089,423226
227,3004,3,40,2025-01-14,2025,1,entregue,407.87,80145,80294
228,3671,12,23,2025-01-17,2025,1,atrasada,1233.74,424760,424925
229,4183,2,40,2025-01-14,2025,1,entregue,1229.80,80294,80367
230,4560,34,38,2025-01-17,2025,1,atrasada,584.21,423226,423377
231,5142,12,4,2025-01-14,2025,1,entregue,456.63,455588,455771
232,5623,50,43,2025-01-13,2025,1,entregue,706.08,202628,202909
233,5736,11,33,2025-01-13,2025,1,entregue,1226.98,7297,7343
234,6633,3,38,2025-01-15,2025,1,entregue,488.64,423377,423439
235,6634,17,14,2025-01-17,2025,1,atrasada,361.11,126330,126400
236,6657,10,26,2025-01-14,2025,1,entregue,600.30,292245,292516
237,7067,9,28,2025-01-14,2025,1,entregue,456.03,339922,339982
238,7139,2,26,2025-01-13,2025,1,entregue,158.46,292516,292670
239,7279,11,7,2025-01-13,2025,1,entregue,429.37,398440,398500
240,7325,19,3,2025-01-17,2025,1,atrasada,135.23,214675,214813
241,8109,12,21,2025-01-13,2025,1,entregue,1017.08,279525,279633
242,8571,15,8,2025-01-13,2025,1,entregue,1111.57,449965,450018
243,8970,50,40,2025-01-17,2025,1,atrasada,1108.70,80367,80432
244,9578,42,3,2025-01-15,2025,1,entregue,1268.75,214813,214887
245,9832,45,40,2025-01-18,2025,1,atrasada,1453.83,80432,80546
246,573,50,28,2025-01-16,2025,1,entregue,677.81,339982,340098
247,860,12,45,,2025,1,cancelado,735.44,5092,5327
248,999,9,6,2025-01-16,2025,1,entregue,1218.19,108304,108532
249,2499,42,21,2025-01-14,2025,1,entregue,1102.01,279633,279850
250,2793,13,14,2025-01-15,2025,1,entregue,1416.65,126400,126617
251,2935,5,35,2025-01-16,2025,1,entregue,686.04,165200,165463
252,3016,49,3,2025-01-18,2025,1,atrasada,1234.91,214887,215151
253,3580,24,4,2025-01-14,2025,1,entregue,430.28,455771,455806
254,3709,20,14,2025-01-16,2025,1,entregue,1062.76,126617,126853
255,4832,13,36,2025-01-17,2025,1,atrasada,1386.64,427588,427624
256,5435,46,34,2025-01-19,2025,1,atrasada,1324.58,160667,160807
257,5886,42,7,2025-01-14,2025,1,entregue,1154.02,398500,398711
258,6043,44,8,2025-01-14,2025,1,entregue,235.03,450018,450057
259,7378,20,38,2025-01-14,2025,1,entregue,739.29,423439,423555
260,7998,35,33,2025-01-16,2025,1,entregue,844.10,7343,7584
261,8376,16,8,2025-01-14,2025,1,entregue,1177.10,450057,450082
262,8449,34,19,2025-01-19,2025,1,atrasada,751.47,268727,268872
263,9625,35,6,2025-01-14,2025,1,entregue,986.84,108532,108577
264,966,17,14,2025-01-17,2025,1,entregue,350.96,126853,127072
265,1194,35,44,2025-01-15,2025,1,entregue,1394.48,393932,394121
266,1842,24,19,2025-01-19,2025,1,atrasada,938.94,268872,268944
267,3169,12,31,2025-01-15,2025,1,entregue,889.02,439535,439652
268,3388,24,11,2025-01-15,2025,1,entregue,1395.36,188283,188397
269,3465,46,43,,2025,1,cancelado,1276.71,202909,202943
270,3770,46,33,,2025,1,cancelado,861.04,7584,7658
271,3920,10,46,2025-01-17,2025,1,entregue,531.50,351133,351379
272,4724,34,26,2025-01-15,2025,1,entregue,1068.67,292670,292713
273,5814,20,40,2025-01-15,2025,1,entregue,1429.47,80546,80665
274,6664,42,28,2025-01-15,2025,1,entregue,50.13,340098,340171
275,6983,45,35,2025-01-16,2025,1,entregue,645.45,165463,165745
276,7237,42,11,2025-01-20,2025,1,atrasada,1111.23,188397,188683
277,7750,10,33,2025-01-17,2025,1,entregue,906.64,7658,7687
278,9600,50,4,2025-01-19,2025,1,atrasada,87.23,455806,455825
279,9860,5,6,2025-01-15,2025,1,entregue,249.21,108577,108744
280,246,46,33,,2025,1,cancelado,740.96,7687,7877
281,311,42,11,2025-01-18,2025,1,entregue,892.56,188683,188892
282,481,17,44,2025-01-16,2025,1,entregue,1490.62,394121,394350
283,1769,17,3,2025-01-20,2025,1,atrasada,114.63,215151,215347
284,2274,20,11,2025-01-17,2025,1,entregue,1459.99,188892,189156
285,2478,19,3,2025-01-16,2025,1,entregue,115.79,215347,215577
286,2693,19,7,,2025,1,cancelado,61.46,398711,398846
287,3209,5,31,2025-01-16,2025,1,entregue,749.19,439652,439926
288,3479,35,28,2025-01-19,2025,1,atrasada,1480.51,340171,340256
289,3493,13,14,2025-01-17,2025,1,entregue,1103.47,127072,127309
290,3697,18,4,2025-01-18,2025,1,entregue,51.89,455825,456009
291,3733,11,14,2025-01-17,2025,1,entregue,1478.72,127309,127579
292,4223,11,45,2025-01-17,2025,1,entregue,57.13,5327,5432
293,4275,18,3,,2025,1,cancelado,472.66,215577,215868
294,4305,19,31,2025-01-17,2025,1,entregue,522.39,439926,440047
295,4858,16,7,2025-01-16,2025,1,entregue,964.18,398846,398907
296,5758,13,34,2025-01-17,2025,1,entregue,1311.47,160807,160855
297,6793,12,19,2025-01-18,2025,1,entregue,351.95,268944,268985
298,8292,35,38,2025-01-17,2025,1,entregue,814.77,423555,423643
299,9624,24,31,2025-01-18,2025,1,entregue,922.10,440047,440249
300,9659,17,21,2025-01-19,2025,1,atrasada,1208.46,279850,279906
301,9859,16,35,2025-01-17,2025,1,entregue,1404.52,165745,165755
302,161,9,31,2025-01-18,2025,1,entregue,1193.59,440249,440427
303,451,2,21,2025-01-22,2025,1,atrasada,1243.34,279906,280085
304,775,24,28,2025-01-22,2025,1,atrasada,1265.29,340256,340502
305,1044,40,35,2025-01-19,2025,1,entregue,1250.37,165755,166029
306,2006,12,45,2025-01-21,2025,1,atrasada,1485.64,5432,5652
307,2056,46,44,2025-01-21,2025,1,atrasada,1141.18,394350,394553
308,2529,24,31,,2025,1,cancelado,1234.82,440427,440725
309,3340,35,8,2025-01-18,2025,1,entregue,491.03,450082,450109
310,3787,20,9,2025-01-18,2025,1,entregue,1052.14,263956,264096
311,4964,17,44,2025-01-19,2025,1,entregue,761.72,394553,394815
312,5256,19,40,2025-01-17,2025,1,entregue,967.24,80665,80748
313,6036,49,6,2025-01-19,2025,1,entregue,760.72,108744,108812
314,6388,16,34,2025-01-18,2025,1,entregue,642.62,160855,161056
315,7358,40,26,2025-01-21,2025,1,atrasada,237.05,292713,292737
316,7753,42,45,2025-01-22,2025,1,atrasada,1287.18,5652,5858
317,7873,24,4,2025-01-17,2025,1,entregue,343.90,456009,456224
318,8019,19,31,2025-01-18,2025,1,entregue,1058.79,440725,440784
319,8653,13,23,2025-01-21,2025,1,atrasada,559.29,424925,425183
320,8801,20,45,,2025,1,cancelado,414.60,5858,6155
321,9594,15,35,2025-01-19,2025,1,entregue,296.59,166029,166112
322,797,3,28,2025-01-19,2025,1,entregue,1013.08,340502,340579
323,1349,44,44,,2025,1,cancelado,1301.61,394815,394826
324,1414,42,43,2025-01-20,2025,1,entregue,869.54,202943,203162
325,1582,2,13,2025-01-20,2025,1,entregue,1094.76,23172,23203
326,2057,42,34,2025-01-23,2025,1,atrasada,966.66,161056,161177
327,2715,13,26,2025-01-21,2025,1,entregue,147.16,292737,292974
328,2745,17,46,2025-01-18,2025,1,entregue,390.74,351379,351409
329,2780,35,9,2025-01-19,2025,1,entregue,652.36,264096,264240
330,2942,13,38,2025-01-19,2025,1,entregue,1325.52,423643,423918
331,3083,15,6,2025-01-21,2025,1,atrasada,266.19,108812,108854
332,3456,44,28,2025-01-23,2025,1,atrasada,657.53,340579,340721
333,3763,16,19,2025-01-18,2025,1,entregue,596.51,268985,269087
334,3852,2,11,2025-01-18,2025,1,entregue,1118.24,189156,189406
335,4179,10,43,2025-01-22,2025,1,atrasada,362.84,203162,203297
336,4435,44,23,2025-01-20,2025,1,entregue,272.29,425183,425214
337,5026,40,35,2025-01-21,2025,1,atrasada,227.14,166112,166197
338,5133,15,36,2025-01-18,2025,1,entregue,254.30,427624,427832
339,6797,34,35,2025-01-18,2025,1,entregue,1221.15,166197,166357
340,7157,24,8,2025-01-20,2025,1,entregue,70.77,450109,450128
341,7243,12,4,2025-01-20,2025,1,entregue,1161.34,456224,456432
342,8395,24,9,2025-01-21,2025,1,atrasada,1235.85,264240,264517
343,8522,46,45,2025-01-20,2025,1,entregue,878.03,6155,6439
344,8996,13,7,2025-01-18,2025,1,entregue,1261.91,398907,399073
345,9242,11,31,2025-01-21,2025,1,atrasada,1397.66,440784,440860
346,9511,20,36,2025-01-20,2025,1,entregue,623.60,427832,428125
347,9795,3,19,,2025,1,cancelado,924.08,269087,269245
348,9863,15,3,2025-01-22,2025,1,atrasada,990.29,215868,216063
349,125,11,11,2025-01-22,2025,1,entregue,1070.44,189406,189538
350,1588,40,19,2025-01-20,2025,1,entregue,1267.30,269245,269392
351,1686,10,23,2025-01-20,2025,1,entregue,871.59,425214,425258
352,1890,40,43,2025-01-23,2025,1,entregue,791.38,203297,203431
353,1935,17,9,2025-01-20,2025,1,entregue,1403.09,264517,264553
354,2765,24,36,2025-01-20,2025,1,entregue,888.23,428125,428227
355,2949,3,6,2025-01-21,2025,1,entregue,364.88,108854,109062
356,3003,19,46,2025-01-20,2025,1,entregue,1256.45,351409,351633
357,3507,13,26,2025-01-22,2025,1,entregue,790.34,292974,293116
358,5038,35,28,2025-01-22,2025,1,entregue,464.71,340721,340907
359,5550,24,28,2025-01-24,2025,1,atrasada,238.15,340907,340918
360,5599,3,19,2025-01-25,2025,1,atrasada,86.77,269392,269636
361,5603,15,5,2025-01-21,2025,1,entregue,597.04,492208,492455
362,5811,40,33,2025-01-20,2025,1,entregue,1035.94,7877,8088
363,5910,44,28,2025-01-21,2025,1,entregue,488.67,340918,340955
364,6095,49,8,2025-01-22,2025,1,entregue,1070.12,450128,450260
365,6344,46,33,2025-01-23,2025,1,entregue,561.21,8088,8160
366,6501,44,3,2025-01-22,2025,1,entregue,289.70,216063,216221
367,6550,19,46,2025-01-23,2025,1,atrasada,205.00,351633,351756
368,7228,13,44,2025-01-25,2025,1,atrasada,306.73,394826,395087
369,8241,42,35,2025-01-20,2025,1,entregue,1086.17,166357,166588
370,8499,19,36,2025-01-21,2025,1,entregue,334.41,428227,428297
371,8750,10,44,2025-01-20,2025,1,entregue,707.01,395087,395270
372,9089,49,43,2025-01-20,2025,1,entregue,1367.42,203431,203602
373,9818,45,21,,2025,1,cancelado,683.32,280085,280355
374,278,12,34,2025-01-22,2025,1,entregue,974.98,161177,161422
375,661,44,23,2025-01-23,2025,1,entregue,137.91,425258,425379
376,867,46,4,2025-01-26,2025,1,atrasada,1233.23,456432,456603
377,1683,24,8,2025-01-21,2025,1,entregue,267.22,450260,450296
378,2838,44,9,2025-01-23,2025,1,entregue,558.22,264553,264709
379,3521,19,40,2025-01-22,2025,1,entregue,647.32,80748,80941
380,3924,19,34,2025-01-23,2025,1,entregue,233.14,161422,161704
381,4950,20,40,2025-01-21,2025,1,entregue,165.73,80941,81079
382,6267,45,31,2025-01-22,2025,1,entregue,1148.56,440860,441040
383,6591,24,40,2025-01-26,2025,1,atrasada,818.29,81079,81377
384,7103,5,45,2025-01-21,2025,1,entregue,862.68,6439,6590
385,7282,13,26,2025-01-21,2025,1,entregue,460.30,293116,293222
386,7377,10,11,2025-01-24,2025,1,atrasada,826.92,189538,189775
387,8465,11,13,2025-01-23,2025,1,entregue,921.68,23203,23314
388,8633,12,8,2025-01-21,2025,1,entregue,761.66,450296,450487
389,8647,15,6,,2025,1,cancelado,240.23,109062,109181
390,8875,9,8,,2025,1,cancelado,147.78,450487,450531
391,374,10,9,2025-01-22,2025,1,entregue,1266.14,264709,264935
392,1052,2,45,2025-01-23,2025,1,entregue,55.59,6590,6790
393,3808,12,38,2025-01-24,2025,1,entregue,1367.27,423918,424012
394,4168,9,43,2025-01-22,2025,1,entregue,1329.03,203602,203683
395,4747,40,43,2025-01-24,2025,1,entregue,310.42,203683,203764
396,4934,24,3,2025-01-25,2025,1,atrasada,701.18,216221,216355
397,4983,45,9,2025-01-24,2025,1,entregue,1204.94,264935,265138
